date,home_team,away_team,home_team_score,away_team_score,country,neutral_location,shoot_out,home_team_result,home_team_mean_defense_score,home_team_mean_offense_score,away_team_mean_defense_score,away_team_mean_offense_score
10/17/2007,France,Lithuania,2.00,0.00,France,False,No,Win,84.50,87.70,65.20,70.30
10/17/2007,Georgia,Scotland,2.00,0.00,Georgia,False,No,Win,74.50,67.30,78.20,83.70
10/17/2007,Germany,Czech Republic,0.00,3.00,Germany,False,No,Lose,85.00,84.00,80.80,78.30
10/17/2007,Republic of Ireland,Cyprus,1.00,1.00,Republic of Ireland,False,No,Draw,75.80,79.30,,73.30
10/17/2007,Israel,Belarus,2.00,1.00,Israel,False,No,Win,,72.30,,
10/17/2007,Italy,South Africa,2.00,0.00,Italy,False,No,Win,87.50,87.00,71.80,78.30
10/17/2007,Japan,Egypt,4.00,1.00,Japan,False,No,Win,,71.70,,77.70
10/17/2007,Kazakhstan,Portugal,1.00,2.00,Kazakhstan,False,No,Lose,,,84.00,87.30
10/17/2007,Liechtenstein,Iceland,3.00,0.00,Liechtenstein,False,No,Win,,,72.20,77.00
10/17/2007,Luxembourg,Romania,0.00,2.00,Luxembourg,False,No,Lose,,,78.20,80.70
10/17/2007,North Macedonia,Andorra,3.00,0.00,North Macedonia,False,No,Win,73.50,71.30,,
10/17/2007,Malta,Moldova,2.00,3.00,Malta,False,No,Lose,,,,
10/17/2007,Mexico,Guatemala,2.00,3.00,USA,True,No,Lose,80.00,79.00,,
10/17/2007,Morocco,Namibia,2.00,0.00,Morocco,False,No,Win,74.20,77.30,,
10/17/2007,Netherlands,Slovenia,2.00,0.00,Netherlands,False,No,Win,80.80,88.00,68.20,72.70
10/17/2007,Paraguay,Uruguay,1.00,0.00,Paraguay,False,No,Win,77.50,79.30,77.00,84.00
10/17/2007,Poland,Hungary,0.00,1.00,Poland,False,No,Lose,73.80,79.70,70.50,71.00
10/17/2007,Russia,England,2.00,1.00,Russia,False,No,Win,78.20,81.70,87.50,86.70
10/17/2007,San Marino,Wales,1.00,2.00,San Marino,False,No,Lose,,,74.20,76.30
10/17/2007,Sierra Leone,Guinea-Bissau,1.00,0.00,Sierra Leone,False,No,Win,,64.30,,
10/17/2007,Sweden,Northern Ireland,1.00,1.00,Sweden,False,No,Draw,77.50,85.30,70.00,70.00
10/17/2007,Switzerland,USA,0.00,1.00,Switzerland,False,No,Lose,77.00,79.30,75.20,78.30
10/17/2007,Turkey,Greece,0.00,1.00,Turkey,False,No,Lose,75.80,81.30,79.00,79.30
10/17/2007,Ukraine,Faroe Islands,5.00,0.00,Ukraine,False,No,Win,70.20,80.30,,
10/17/2007,United Arab Emirates,Tunisia,0.00,1.00,United Arab Emirates,False,No,Lose,,,72.80,70.70
10/18/2007,Kyrgyz Republic,Jordan,2.00,0.00,Kyrgyz Republic,False,No,Win,,,,
10/21/2007,Bahrain,Malaysia,4.00,1.00,Bahrain,False,No,Win,,,,
10/21/2007,China PR,Myanmar,7.00,0.00,China PR,False,No,Win,68.80,67.70,,
10/21/2007,Timor-Leste,Hong Kong,2.00,3.00,Indonesia,True,No,Lose,,,,
10/21/2007,Mongolia,Korea DPR,1.00,4.00,Mongolia,False,No,Lose,,,,
10/21/2007,Sri Lanka,Qatar,0.00,1.00,Sri Lanka,False,No,Lose,,,,
10/22/2007,Pakistan,Iraq,0.00,7.00,Pakistan,False,No,Lose,,,,
10/24/2007,South Africa,Zambia,0.00,0.00,South Africa,False,Yes,Win,71.80,78.30,,72.30
10/26/2007,Afghanistan,Syria,1.00,2.00,Tajikistan,True,No,Lose,,,,
10/28/2007,Myanmar,China PR,0.00,4.00,Malaysia,True,No,Lose,,,68.80,67.70
10/28/2007,Hong Kong,Timor-Leste,8.00,1.00,Hong Kong,False,No,Win,,,,
10/28/2007,Iraq,Pakistan,0.00,0.00,Syria,True,No,Draw,,,,
10/28/2007,Jordan,Kyrgyz Republic,2.00,0.00,Jordan,False,No,Win,,,,
10/28/2007,Korea DPR,Mongolia,5.00,1.00,Korea DPR,False,No,Win,,,,
10/28/2007,Malaysia,Bahrain,0.00,0.00,Malaysia,False,No,Draw,,,,
10/28/2007,Maldives,Yemen,2.00,0.00,Maldives,False,No,Win,,,,
10/28/2007,Nepal,Oman,0.00,2.00,Nepal,False,No,Lose,,,,
10/28/2007,Qatar,Sri Lanka,5.00,0.00,Qatar,False,No,Win,,,,
10/28/2007,Tajikistan,Bangladesh,5.00,0.00,Tajikistan,False,No,Win,,,,
10/28/2007,Turkmenistan,Cambodia,4.00,1.00,Turkmenistan,False,No,Win,,,,
10/28/2007,United Arab Emirates,Vietnam,5.00,0.00,United Arab Emirates,False,No,Win,,,,
10/30/2007,India,Lebanon,2.00,2.00,India,False,No,Draw,,,,
11/2/2007,Saudi Arabia,Namibia,1.00,0.00,Saudi Arabia,False,No,Win,,,,
11/9/2007,Indonesia,Syria,1.00,4.00,Indonesia,False,No,Lose,,,,
11/9/2007,Saudi Arabia,Estonia,2.00,0.00,Saudi Arabia,False,No,Win,,,,
11/9/2007,Singapore,Tajikistan,2.00,0.00,Singapore,False,No,Win,,,,
11/9/2007,Yemen,Thailand,1.00,1.00,Yemen,False,No,Draw,,,,
11/10/2007,Hong Kong,Turkmenistan,0.00,0.00,Hong Kong,False,No,Draw,,,,
11/16/2007,Austria,England,0.00,1.00,Austria,False,No,Lose,75.50,75.30,87.50,86.70
11/16/2007,Djibouti,Somalia,1.00,0.00,Djibouti,False,No,Win,,,,
11/16/2007,France,Morocco,2.00,2.00,France,False,No,Draw,84.50,87.70,74.20,77.30
11/16/2007,Qatar,Georgia,1.00,2.00,Qatar,False,No,Lose,,,74.50,67.30
11/17/2007,Albania,Belarus,2.00,4.00,Albania,False,No,Lose,,70.30,,
11/17/2007,Andorra,Estonia,0.00,2.00,Andorra,False,No,Lose,,,,
11/17/2007,Angola,C̫te d'Ivoire,2.00,1.00,France,True,No,Win,,71.30,80.20,83.70
11/17/2007,Argentina,Bolivia,3.00,0.00,Argentina,False,No,Win,85.00,86.30,,75.00
11/17/2007,Australia,Nigeria,1.00,0.00,England,True,No,Win,75.00,80.30,77.50,82.00
11/17/2007,Benin,United Arab Emirates,1.00,0.00,Ghana,True,No,Win,,,,
11/17/2007,Bulgaria,Romania,1.00,0.00,Bulgaria,False,No,Win,70.20,79.70,78.20,80.70
11/17/2007,Colombia,Venezuela,1.00,0.00,Colombia,False,No,Win,81.00,79.30,,73.30
11/17/2007,Comoros,Madagascar,0.00,4.00,Comoros,False,No,Lose,,,,
11/17/2007,Czech Republic,Slovakia,3.00,1.00,Czech Republic,False,No,Win,80.80,78.30,72.20,75.00
11/17/2007,Fiji,New Caledonia,3.00,3.00,Fiji,False,No,Draw,,,,
11/17/2007,Finland,Azerbaijan,2.00,1.00,Finland,False,No,Win,77.00,73.30,,
11/17/2007,Germany,Cyprus,4.00,0.00,Germany,False,No,Win,85.00,84.00,,73.30
11/17/2007,Greece,Malta,5.00,0.00,Greece,False,No,Win,79.00,79.30,,
11/17/2007,Guatemala,Honduras,0.00,1.00,USA,True,No,Lose,,,,76.30
11/17/2007,Guinea-Bissau,Sierra Leone,0.00,0.00,Guinea-Bissau,False,No,Draw,,,,64.30
11/17/2007,Israel,Russia,2.00,1.00,Israel,False,No,Win,,72.30,78.20,81.70
11/17/2007,Latvia,Liechtenstein,4.00,1.00,Latvia,False,No,Win,,,,
11/17/2007,Lithuania,Ukraine,2.00,0.00,Lithuania,False,No,Win,65.20,70.30,70.20,80.30
11/17/2007,North Macedonia,Croatia,2.00,0.00,North Macedonia,False,No,Win,73.50,71.30,77.20,81.30
11/17/2007,Moldova,Hungary,3.00,0.00,Moldova,False,No,Win,,,70.50,71.00
11/17/2007,Netherlands,Luxembourg,1.00,0.00,Netherlands,False,No,Win,80.80,88.00,,
11/17/2007,Northern Ireland,Denmark,2.00,1.00,Northern Ireland,False,No,Win,70.00,70.00,80.80,81.30
11/17/2007,Norway,Turkey,1.00,2.00,Norway,False,No,Lose,77.00,79.30,75.80,81.30
11/17/2007,Paraguay,Ecuador,5.00,1.00,Paraguay,False,No,Win,77.50,79.30,70.80,71.30
11/17/2007,Poland,Belgium,2.00,0.00,Poland,False,No,Win,73.80,79.70,78.20,77.70
11/17/2007,Portugal,Armenia,1.00,0.00,Portugal,False,No,Win,84.00,87.30,,
11/17/2007,Scotland,Italy,1.00,2.00,Scotland,False,No,Lose,78.20,83.70,87.50,87.00
11/17/2007,Senegal,Mali,3.00,2.00,France,True,No,Win,76.80,81.30,73.80,74.70
11/17/2007,South Africa,USA,0.00,1.00,South Africa,False,No,Lose,71.80,78.30,75.20,78.30
11/17/2007,Spain,Sweden,3.00,0.00,Spain,False,No,Win,85.00,87.30,77.50,85.30
11/17/2007,Tunisia,Namibia,2.00,0.00,Tunisia,False,No,Win,72.80,70.70,,
11/17/2007,Vanuatu,New Zealand,1.00,2.00,Vanuatu,False,No,Lose,,,66.20,68.30
11/17/2007,Wales,Republic of Ireland,2.00,2.00,Wales,False,No,Draw,74.20,76.30,75.80,79.30
11/18/2007,Ghana,Togo,2.00,0.00,Ghana,False,No,Win,76.20,74.70,60.80,73.70
11/18/2007,Jamaica,El Salvador,3.00,0.00,Jamaica,False,No,Win,69.00,71.00,,
11/18/2007,Peru,Brazil,1.00,1.00,Peru,False,No,Draw,69.80,79.00,87.80,85.70
11/18/2007,St. Kitts and Nevis,Antigua and Barbuda,3.00,0.00,St. Kitts and Nevis,False,No,Win,,,,
11/18/2007,Eswatini,Malawi,0.00,3.00,Eswatini,False,No,Lose,,,,
11/18/2007,Syria,Indonesia,7.00,0.00,Syria,False,No,Win,,,,
11/18/2007,Tajikistan,Singapore,1.00,1.00,Tajikistan,False,No,Draw,,,,
11/18/2007,Thailand,Yemen,1.00,0.00,Thailand,False,No,Win,,,,
11/18/2007,Turkmenistan,Hong Kong,3.00,0.00,Turkmenistan,False,No,Win,,,,
11/18/2007,Uruguay,Chile,2.00,2.00,Uruguay,False,No,Draw,77.00,84.00,72.80,78.70
11/20/2007,Algeria,Mali,3.00,2.00,France,True,No,Win,71.50,68.30,73.80,74.70
11/20/2007,Angola,Guinea,0.00,3.00,France,True,No,Lose,,71.30,70.50,76.70
11/20/2007,Colombia,Argentina,2.00,1.00,Colombia,False,No,Win,81.00,79.30,85.00,86.30
11/20/2007,South Africa,Canada,2.00,0.00,South Africa,False,No,Win,71.80,78.30,71.00,69.70
11/20/2007,Switzerland,Nigeria,0.00,1.00,Switzerland,False,No,Lose,77.00,79.30,77.50,82.00
11/20/2007,Venezuela,Bolivia,5.00,3.00,Venezuela,False,No,Win,,73.30,,75.00
11/21/2007,Andorra,Russia,0.00,1.00,Andorra,False,No,Lose,,,78.20,81.70
11/21/2007,Armenia,Kazakhstan,0.00,1.00,Armenia,False,No,Lose,,,,
11/21/2007,Austria,Tunisia,0.00,0.00,Austria,False,No,Draw,75.50,75.30,72.80,70.70
11/21/2007,Azerbaijan,Belgium,0.00,1.00,Azerbaijan,False,No,Lose,,,78.20,77.70
11/21/2007,Belarus,Netherlands,2.00,1.00,Belarus,False,No,Win,,,80.80,88.00
11/21/2007,Brazil,Uruguay,2.00,1.00,Brazil,False,No,Win,87.80,85.70,77.00,84.00
11/21/2007,Chile,Paraguay,0.00,3.00,Chile,False,No,Lose,72.80,78.70,77.50,79.30
11/21/2007,Cyprus,Czech Republic,0.00,2.00,Cyprus,False,No,Lose,,73.30,80.80,78.30
11/21/2007,Denmark,Iceland,3.00,0.00,Denmark,False,No,Win,80.80,81.30,72.20,77.00
11/21/2007,Ecuador,Peru,5.00,1.00,Ecuador,False,No,Win,70.80,71.30,69.80,79.00
11/21/2007,England,Croatia,2.00,3.00,England,False,No,Lose,87.50,86.70,77.20,81.30
11/21/2007,Equatorial Guinea,Niger,1.00,1.00,Equatorial Guinea,False,No,Draw,,,,
11/21/2007,Georgia,Lithuania,0.00,2.00,Georgia,False,No,Lose,74.50,67.30,65.20,70.30
11/21/2007,Germany,Wales,0.00,0.00,Germany,False,No,Draw,85.00,84.00,74.20,76.30
11/21/2007,Ghana,Benin,4.00,2.00,Ghana,False,No,Win,76.20,74.70,,
11/21/2007,Hungary,Greece,1.00,2.00,Hungary,False,No,Lose,70.50,71.00,79.00,79.30
11/21/2007,Israel,North Macedonia,1.00,0.00,Israel,False,No,Win,,72.30,73.50,71.30
11/21/2007,Italy,Faroe Islands,3.00,1.00,Italy,False,No,Win,87.50,87.00,,
11/21/2007,Jamaica,Guatemala,2.00,0.00,Jamaica,False,No,Win,69.00,71.00,,
11/21/2007,Malta,Norway,1.00,4.00,Malta,False,No,Lose,,,77.00,79.30
11/21/2007,Morocco,Senegal,3.00,0.00,France,True,No,Win,74.20,77.30,76.80,81.30
11/21/2007,New Caledonia,Fiji,4.00,0.00,New Caledonia,False,No,Win,,,,
11/21/2007,New Zealand,Vanuatu,4.00,1.00,New Zealand,False,No,Win,66.20,68.30,,
11/21/2007,Oman,Kenya,2.00,2.00,Oman,False,No,Draw,,,,
11/21/2007,Panama,Costa Rica,1.00,1.00,Panama,False,No,Draw,,,66.00,72.00
11/21/2007,Portugal,Finland,0.00,0.00,Portugal,False,No,Draw,84.00,87.30,77.00,73.30
11/21/2007,Qatar,C̫te d'Ivoire,1.00,6.00,Qatar,False,No,Lose,,,80.20,83.70
11/21/2007,Romania,Albania,6.00,1.00,Romania,False,No,Win,78.20,80.70,,70.30
11/21/2007,San Marino,Slovakia,0.00,5.00,San Marino,False,No,Lose,,,72.20,75.00
11/21/2007,Serbia,Poland,2.00,2.00,Serbia,False,No,Draw,81.00,82.00,73.80,79.70
11/21/2007,Slovenia,Bulgaria,0.00,2.00,Slovenia,False,No,Lose,68.20,72.70,70.20,79.70
11/21/2007,Spain,Northern Ireland,1.00,0.00,Spain,False,No,Win,85.00,87.30,70.00,70.00
11/21/2007,Sweden,Latvia,2.00,1.00,Sweden,False,No,Win,77.50,85.30,,
11/21/2007,Tanzania,Zambia,1.00,0.00,Tanzania,False,No,Win,,,,72.30
11/21/2007,Turkey,Bosnia and Herzegovina,1.00,0.00,Turkey,False,No,Win,75.80,81.30,64.50,71.70
11/21/2007,Ukraine,France,2.00,2.00,Ukraine,False,No,Draw,70.20,80.30,84.50,87.70
11/21/2007,United Arab Emirates,Togo,0.00,5.00,Ghana,True,No,Lose,,,60.80,73.70
11/21/2007,Uzbekistan,Estonia,0.00,0.00,Uzbekistan,False,No,Draw,,,,
11/22/2007,Oman,Kenya,1.00,1.00,Oman,False,No,Draw,,,,
11/24/2007,Serbia,Kazakhstan,1.00,0.00,Serbia,False,No,Win,81.00,82.00,,
11/30/2007,Sudan,Eritrea,1.00,0.00,Sudan,False,No,Win,,,,
12/1/2007,Antigua and Barbuda,St. Kitts and Nevis,2.00,0.00,Antigua and Barbuda,False,No,Win,,,,
12/2/2007,Guinea-Bissau,Sierra Leone,2.00,0.00,Guinea-Bissau,False,No,Win,,,,64.30
12/3/2007,Cabo Verde,Gambia,0.00,0.00,Guinea-Bissau,True,No,Draw,68.80,73.70,,58.30
12/3/2007,Sudan,Eritrea,1.00,0.00,Sudan,False,No,Win,,,,
12/7/2007,Guinea-Bissau,Cabo Verde,1.00,1.00,Guinea-Bissau,False,No,Draw,,,68.80,73.70
12/8/2007,Tanzania,Kenya,2.00,1.00,Tanzania,False,No,Win,,,,
12/9/2007,Rwanda,Eritrea,2.00,1.00,Tanzania,True,No,Win,,,,
12/9/2007,Uganda,Djibouti,7.00,0.00,Tanzania,True,No,Win,,,,
12/10/2007,Somalia,Burundi,0.00,3.00,Tanzania,True,No,Lose,,,,
12/11/2007,Djibouti,Eritrea,2.00,3.00,Tanzania,True,No,Lose,,,,
12/11/2007,Oman,Jordan,0.00,3.00,Oman,False,No,Lose,,,,
12/11/2007,Rwanda,Uganda,0.00,2.00,Tanzania,True,No,Lose,,,,
12/12/2007,Kenya,Burundi,0.00,1.00,Tanzania,True,No,Lose,,,,
12/12/2007,Tanzania,Somalia,1.00,0.00,Tanzania,False,No,Win,,,,
12/13/2007,Djibouti,Rwanda,0.00,9.00,Tanzania,True,No,Lose,,,,
12/14/2007,Bermuda,St. Kitts and Nevis,1.00,2.00,Bermuda,False,No,Lose,,,,
12/14/2007,Eritrea,Uganda,3.00,2.00,Tanzania,True,No,Win,,,,
12/14/2007,Kenya,Somalia,2.00,0.00,Tanzania,True,No,Win,,,,
12/15/2007,Ethiopia,Sudan,0.00,0.00,Tanzania,True,No,Draw,,,,
12/15/2007,Tanzania,Burundi,0.00,0.00,Tanzania,False,No,Draw,,,,
12/16/2007,Bermuda,St. Kitts and Nevis,4.00,2.00,Bermuda,False,No,Win,,,,
12/16/2007,Oman,Tajikistan,4.00,2.00,Oman,False,No,Win,,,,
12/17/2007,Burundi,Eritrea,2.00,1.00,Tanzania,True,No,Win,,,,
12/17/2007,Tanzania,Sudan,1.00,2.00,Tanzania,False,No,Lose,,,,
12/18/2007,Uganda,Kenya,1.00,1.00,Tanzania,True,No,Draw,,,,
12/19/2007,Burundi,Sudan,1.00,2.00,Tanzania,True,No,Lose,,,,
12/20/2007,Uganda,Rwanda,0.00,1.00,Tanzania,True,No,Lose,,,,
12/22/2007,Burundi,Uganda,0.00,2.00,Tanzania,True,No,Lose,,,,
12/22/2007,Sudan,Rwanda,2.00,2.00,Tanzania,True,No,Draw,,,,
12/22/2007,Thailand,Uzbekistan,3.00,2.00,Thailand,False,No,Win,,,,
12/23/2007,Gambia,Sierra Leone,2.00,1.00,Gambia,False,No,Win,,58.30,,64.30
12/24/2007,Korea DPR,Uzbekistan,2.00,2.00,Thailand,True,No,Draw,,,,
12/26/2007,Thailand,Korea DPR,1.00,0.00,Thailand,False,No,Win,,,,
1/2/2008,Kuwait,Lebanon,3.00,2.00,Kuwait,False,No,Win,,,,
1/5/2008,Egypt,Namibia,3.00,0.00,Egypt,False,No,Win,,77.70,,
1/6/2008,Tunisia,Zambia,1.00,2.00,Tunisia,False,No,Lose,72.80,70.70,,72.30
1/8/2008,Tunisia,Zambia,1.00,0.00,Tunisia,False,No,Win,72.80,70.70,,72.30
1/9/2008,Nigeria,Sudan,2.00,0.00,Spain,True,No,Win,77.50,82.00,,
1/10/2008,Egypt,Mali,1.00,0.00,United Arab Emirates,True,No,Win,,77.70,73.80,74.70
1/10/2008,Qatar,IR Iran,0.00,0.00,Qatar,False,No,Draw,,,,
1/10/2008,United Arab Emirates,China PR,0.00,0.00,United Arab Emirates,False,No,Draw,,,68.80,67.70
1/11/2008,Guinea,Sudan,6.00,0.00,Spain,True,No,Win,70.50,76.70,,
1/12/2008,Kuwait,C̫te d'Ivoire,0.00,2.00,Kuwait,False,No,Lose,,,80.20,83.70
1/12/2008,Morocco,Zambia,2.00,0.00,Morocco,False,No,Win,74.20,77.30,,72.30
1/12/2008,Senegal,Namibia,3.00,1.00,Senegal,False,No,Win,76.80,81.30,,
1/13/2008,Angola,Egypt,3.00,3.00,Portugal,True,No,Draw,,71.30,,77.70
1/13/2008,Barbados,Antigua and Barbuda,3.00,2.00,Barbados,False,No,Win,,59.30,,
1/13/2008,Costa Rica,Sweden,0.00,1.00,Costa Rica,False,No,Lose,66.00,72.00,77.50,85.30
1/13/2008,South Africa,Mozambique,2.00,0.00,South Africa,False,No,Win,71.80,78.30,,
1/13/2008,Syria,Qatar,0.00,0.00,Syria,False,No,Draw,,,,
1/16/2008,Bahrain,Kuwait,1.00,0.00,Bahrain,False,No,Win,,,,
1/16/2008,Benin,Senegal,1.00,2.00,Burkina Faso,True,No,Lose,,,76.80,81.30
1/16/2008,Bermuda,Puerto Rico,0.00,2.00,Bermuda,False,No,Lose,,,,
1/16/2008,Morocco,Angola,2.00,1.00,Morocco,False,No,Win,74.20,77.30,,71.30
1/16/2008,South Africa,Botswana,2.00,1.00,South Africa,False,No,Win,71.80,78.30,,
1/18/2008,Bermuda,Puerto Rico,0.00,1.00,Bermuda,False,No,Lose,,,,
1/19/2008,USA,Sweden,2.00,0.00,USA,False,No,Win,75.20,78.30,77.50,85.30
1/20/2008,China PR,Lebanon,0.00,0.00,China PR,False,No,Draw,68.80,67.70,,
1/20/2008,Ghana,Guinea,2.00,1.00,Ghana,False,No,Win,76.20,74.70,70.50,76.70
1/20/2008,Guyana,Grenada,1.00,2.00,Guyana,False,No,Lose,,,,
1/21/2008,Mali,Benin,1.00,0.00,Ghana,True,No,Win,73.80,74.70,,
1/21/2008,Namibia,Morocco,1.00,5.00,Ghana,True,No,Lose,,,74.20,77.30
1/21/2008,Nigeria,C̫te d'Ivoire,0.00,1.00,Ghana,True,No,Lose,77.50,82.00,80.20,83.70
1/22/2008,Belize,El Salvador,0.00,1.00,Belize,False,No,Lose,,,,
1/22/2008,Egypt,Cameroon,4.00,2.00,Ghana,True,No,Win,,77.70,76.50,80.70
1/22/2008,Sudan,Zambia,0.00,3.00,Ghana,True,No,Lose,,,,72.30
1/23/2008,Bahrain,Syria,1.00,2.00,Bahrain,False,No,Lose,,,,
1/23/2008,South Africa,Angola,1.00,1.00,Ghana,True,No,Draw,71.80,78.30,,71.30
1/23/2008,Tunisia,Senegal,2.00,2.00,Ghana,True,No,Draw,72.80,70.70,76.80,81.30
1/24/2008,Ghana,Namibia,1.00,0.00,Ghana,False,No,Win,76.20,74.70,,
1/24/2008,Guinea,Morocco,3.00,2.00,Ghana,True,No,Win,70.50,76.70,74.20,77.30
1/24/2008,Iraq,Jordan,1.00,1.00,United Arab Emirates,True,No,Draw,,,,
1/24/2008,Kuwait,Singapore,0.00,2.00,Oman,True,No,Lose,,,,
1/25/2008,C̫te d'Ivoire,Benin,4.00,1.00,Ghana,True,No,Win,80.20,83.70,,
1/25/2008,Nigeria,Mali,0.00,0.00,Ghana,True,No,Draw,77.50,82.00,73.80,74.70
1/26/2008,Bahrain,Yemen,2.00,1.00,Bahrain,False,No,Win,,,,
1/26/2008,Cameroon,Zambia,5.00,1.00,Ghana,True,No,Win,76.50,80.70,,72.30
1/26/2008,Egypt,Sudan,3.00,0.00,Ghana,True,No,Win,,77.70,,
1/26/2008,Haiti,El Salvador,0.00,0.00,Haiti,False,No,Draw,,,,
1/26/2008,Japan,Chile,0.00,0.00,Japan,False,No,Draw,,71.70,72.80,78.70
1/26/2008,Puerto Rico,Trinidad and Tobago,2.00,2.00,Puerto Rico,False,No,Draw,,,58.50,68.30
1/27/2008,China PR,Syria,2.00,1.00,China PR,False,No,Win,68.80,67.70,,
1/27/2008,Oman,Singapore,2.00,0.00,Oman,False,No,Win,,,,
1/27/2008,Senegal,Angola,1.00,3.00,Ghana,True,No,Lose,76.80,81.30,,71.30
1/27/2008,Tunisia,South Africa,3.00,1.00,Ghana,True,No,Win,72.80,70.70,71.80,78.30
1/28/2008,Ghana,Morocco,2.00,0.00,Ghana,False,No,Win,76.20,74.70,74.20,77.30
1/28/2008,Guinea,Namibia,1.00,1.00,Ghana,True,No,Draw,70.50,76.70,,
1/28/2008,Jordan,Lebanon,4.00,1.00,Jordan,False,No,Win,,,,
1/29/2008,Haiti,El Salvador,0.00,0.00,Haiti,False,No,Draw,,,,
1/29/2008,C̫te d'Ivoire,Mali,3.00,0.00,Ghana,True,No,Win,80.20,83.70,73.80,74.70
1/29/2008,Nigeria,Benin,2.00,0.00,Ghana,True,No,Win,77.50,82.00,,
1/29/2008,Trinidad and Tobago,Guyana,2.00,1.00,Trinidad and Tobago,False,No,Win,58.50,68.30,,
1/30/2008,Cameroon,Sudan,3.00,0.00,Ghana,True,No,Win,76.50,80.70,,
1/30/2008,Egypt,Zambia,1.00,1.00,Ghana,True,No,Draw,,77.70,,72.30
1/30/2008,IR Iran,Costa Rica,0.00,0.00,IR Iran,False,No,Draw,,,66.00,72.00
1/30/2008,Japan,Bosnia and Herzegovina,3.00,0.00,Japan,False,No,Win,,71.70,64.50,71.70
1/30/2008,Korea Republic,Chile,0.00,1.00,Korea Republic,False,No,Lose,69.00,73.30,72.80,78.70
1/30/2008,Oman,Kuwait,1.00,1.00,Oman,False,No,Draw,,,,
1/30/2008,Saudi Arabia,Luxembourg,2.00,1.00,Saudi Arabia,False,No,Win,,,,
1/31/2008,Jordan,Singapore,2.00,1.00,Jordan,False,No,Win,,,,
1/31/2008,Senegal,South Africa,1.00,1.00,Ghana,True,No,Draw,76.80,81.30,71.80,78.30
1/31/2008,Tunisia,Angola,0.00,0.00,Ghana,True,No,Draw,72.80,70.70,,71.30
1/31/2008,United Arab Emirates,Iraq,0.00,1.00,United Arab Emirates,False,No,Lose,,,,
2/2/2008,Belarus,Iceland,2.00,0.00,Malta,True,No,Win,,,72.20,77.00
2/2/2008,Malta,Armenia,0.00,1.00,Malta,False,No,Lose,,,,
2/3/2008,Azerbaijan,Kazakhstan,0.00,0.00,Turkey,True,No,Draw,,,,
2/3/2008,Bermuda,Cayman Islands,1.00,1.00,Bermuda,False,No,Draw,,,,
2/3/2008,Ghana,Nigeria,2.00,1.00,Ghana,False,No,Win,76.20,74.70,77.50,82.00
2/3/2008,C̫te d'Ivoire,Guinea,5.00,0.00,Ghana,True,No,Win,80.20,83.70,70.50,76.70
2/3/2008,Venezuela,Haiti,1.00,0.00,Venezuela,False,No,Win,,73.30,,
2/4/2008,Armenia,Belarus,2.00,1.00,Malta,True,No,Win,,,,
2/4/2008,Egypt,Angola,2.00,1.00,Ghana,True,No,Win,,77.70,,71.30
2/4/2008,Malta,Iceland,1.00,0.00,Malta,False,No,Win,,,72.20,77.00
2/4/2008,Tunisia,Cameroon,2.00,3.00,Ghana,True,No,Lose,72.80,70.70,76.50,80.70
2/6/2008,Armenia,Iceland,0.00,2.00,Malta,True,No,Lose,,,72.20,77.00
2/6/2008,Aruba,Antigua and Barbuda,0.00,3.00,Aruba,False,No,Lose,,,,
2/6/2008,Australia,Qatar,3.00,0.00,Australia,False,No,Win,75.00,80.30,,
2/6/2008,Austria,Germany,0.00,3.00,Austria,False,No,Lose,75.50,75.30,85.00,84.00
2/6/2008,Belize,St. Kitts and Nevis,3.00,1.00,Guatemala,True,No,Win,,,,
2/6/2008,Bolivia,Peru,2.00,1.00,Bolivia,False,No,Win,,75.00,69.80,79.00
2/6/2008,Burundi,Rwanda,0.00,0.00,Burundi,False,No,Draw,,,,
2/6/2008,Croatia,Netherlands,0.00,3.00,Croatia,False,No,Lose,77.20,81.30,80.80,88.00
2/6/2008,Cyprus,Ukraine,1.00,1.00,Cyprus,False,No,Draw,,73.30,70.20,80.30
2/6/2008,Czech Republic,Poland,0.00,2.00,Cyprus,True,No,Lose,80.80,78.30,73.80,79.70
2/6/2008,Dominica,Barbados,1.00,1.00,Dominica,False,No,Draw,,,,59.30
2/6/2008,El Salvador,Anguilla,12.00,0.00,El Salvador,False,No,Win,,,,
2/6/2008,England,Switzerland,2.00,1.00,England,False,No,Win,87.50,86.70,77.00,79.30
2/6/2008,Georgia,Latvia,1.00,3.00,Georgia,False,No,Lose,74.50,67.30,,
2/6/2008,Greece,Finland,2.00,1.00,Cyprus,True,No,Win,79.00,79.30,77.00,73.30
2/6/2008,Honduras,Paraguay,2.00,0.00,Honduras,False,No,Win,,76.30,77.50,79.30
2/6/2008,Hungary,Slovakia,1.00,1.00,Cyprus,True,No,Draw,70.50,71.00,72.20,75.00
2/6/2008,IR Iran,Syria,0.00,0.00,IR Iran,False,No,Draw,,,,
2/6/2008,Iraq,China PR,1.00,1.00,United Arab Emirates,True,No,Draw,,,68.80,67.70
2/6/2008,Republic of Ireland,Brazil,0.00,1.00,Republic of Ireland,False,No,Lose,75.80,79.30,87.80,85.70
2/6/2008,Israel,Romania,1.00,0.00,Israel,False,No,Win,,72.30,78.20,80.70
2/6/2008,Italy,Portugal,3.00,1.00,Switzerland,True,No,Win,87.50,87.00,84.00,87.30
